client_count,total_requests,success_count,error_count,read_latency_us,write_latency_us,throughput_rps,read_count,write_count
3,272.9142857142857,3.0,269.9142857142857,48.020857142857146,43.825428571428574,272.9142857142857,191.37142857142857,81.54285714285714
5,454.85714285714283,5.4,449.45714285714286,43.17371428571428,45.07485714285714,454.85714285714283,319.1714285714286,135.68571428571428
7,636.1428571428571,3.7142857142857144,632.4285714285714,32.966857142857144,38.93142857142857,636.1428571428571,445.9714285714286,190.17142857142858
10,910.1142857142858,6.457142857142857,903.6571428571428,32.956857142857146,34.60171428571429,910.1142857142858,637.6571428571428,272.45714285714286
12,1092.5428571428572,6.828571428571428,1085.7142857142858,31.709999999999997,32.28942857142857,1092.5428571428572,767.0285714285715,325.51428571428573
15,1367.4285714285713,9.314285714285715,1358.1142857142856,27.781428571428574,29.187142857142856,1367.4285714285713,959.7142857142857,407.7142857142857
18,1637.8,10.085714285714285,1627.7142857142858,28.316000000000003,28.992,1637.8,1149.2,488.6
20,1843.1142857142856,10.757142857142858,1832.357142857143,24.065142857142856,25.316142857142854,1843.1142857142856,1292.0428571428572,551.0714285714286
